Date,Workout Name,Exercise Name,Weight,Reps,RPE,Notes
2026-01-18,ULPPL - Legs,Abductor (Outer),150.0,8,,
2026-01-18,ULPPL - Legs,Adductor (Inner),150.0,8,,
2026-01-18,ULPPL - Legs,Adductor (Inner),150.0,8,,
2026-01-18,ULPPL - Legs,Calf Raise,190.0,10,,
2026-01-18,ULPPL - Legs,Calf Raise,190.0,10,,
2026-01-18,ULPPL - Legs,Leg Curl,250.0,9,,
2026-01-18,ULPPL - Legs,Leg Curl,250.0,9,,
2026-01-18,ULPPL - Legs,Leg Extension,240.0,9,,
2026-01-18,ULPPL - Legs,Leg Extension,240.0,9,,
2026-01-18,ULPPL - Legs,SLDL,205.0,8,,
2026-01-18,ULPPL - Legs,SLDL,205.0,8,,
2026-01-18,ULPPL - Lower,Abductor (Outer),150.0,8,,
2026-01-18,ULPPL - Lower,Abductor (Outer),150.0,8,,
2026-01-18,ULPPL - Lower,Adductor (Inner),150.0,8,,
2026-01-18,ULPPL - Lower,Adductor (Inner),150.0,8,,
2026-01-18,ULPPL - Lower,Calf Raise,190.0,9,,
2026-01-18,ULPPL - Lower,Calf Raise,190.0,9,,
2026-01-18,ULPPL - Lower,Leg Curl,250.0,9,,
2026-01-18,ULPPL - Lower,Leg Curl,250.0,9,,
2026-01-18,ULPPL - Lower,Leg Extension,240.0,9,,
2026-01-18,ULPPL - Lower,Leg Extension,240.0,9,,
2026-01-18,ULPPL - Lower,SLDL,185.0,10,,
2026-01-18,ULPPL - Lower,SLDL,185.0,10,,
2026-01-18,ULPPL - Lower,Smith Squat,185.0,8,,
2026-01-18,ULPPL - Lower,Smith Squat,185.0,8,,
2026-01-18,ULPPL - Pull,Cable Pullover,120.0,7,,
2026-01-18,ULPPL - Pull,Cable Pullover,120.0,7,,
2026-01-18,ULPPL - Pull,Hammer Curl,40.0,8,,
2026-01-18,ULPPL - Pull,Hammer Curl,40.0,8,,
2026-01-18,ULPPL - Pull,Lat Pulldown,190.0,6,,Weighted Pull ups (45)
2026-01-18,ULPPL - Pull,Lat Pulldown,190.0,6,,
2026-01-18,ULPPL - Pull,Preacher Curl,40.0,5,,
2026-01-18,ULPPL - Pull,Preacher Curl,40.0,5,,
2026-01-18,ULPPL - Pull,Rear Delt,115.0,8,,
2026-01-18,ULPPL - Pull,Rear Delt,115.0,8,,
2026-01-18,ULPPL - Pull,Row,90.0,8,,
2026-01-18,ULPPL - Pull,Row,90.0,8,,
2026-01-18,ULPPL - Push,Chest Fly,120.0,6,,
2026-01-18,ULPPL - Push,Chest Fly,120.0,6,,
2026-01-18,ULPPL - Push,Incline Smith Bench Press,135.0,6,,
2026-01-18,ULPPL - Push,Incline Smith Bench Press,135.0,6,,
2026-01-18,ULPPL - Push,Lateral Raise,35.0,9,,
2026-01-18,ULPPL - Push,Lateral Raise,35.0,9,,
2026-01-18,ULPPL - Push,Tricep Pushdown,60.0,6,,
2026-01-18,ULPPL - Push,Tricep Pushdown,60.0,6,,
2026-01-18,ULPPL - Push,Weighted Dip,45.0,9,,
2026-01-18,ULPPL - Push,Weighted Dip,45.0,9,,
2026-01-18,ULPPL - Upper,Flat Bench Press,160.0,5,,
2026-01-18,ULPPL - Upper,Flat Bench Press,160.0,5,,
2026-01-18,ULPPL - Upper,Lat Pulldown,190.0,7,,
2026-01-18,ULPPL - Upper,Lat Pulldown,190.0,7,,
2026-01-18,ULPPL - Upper,Preacher Curl,35.0,8,,
2026-01-18,ULPPL - Upper,Preacher Curl,35.0,8,,
2026-01-18,ULPPL - Upper,Row,205.0,8,,
2026-01-18,ULPPL - Upper,Row,205.0,8,,
2026-01-18,ULPPL - Upper,Shoulder Press,190.0,6,,
2026-01-18,ULPPL - Upper,Shoulder Press,190.0,6,,
2026-01-18,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2026-01-18,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2026-01-25,ULPPL - Legs,Abductor (Outer),150.0,8,,
2026-01-25,ULPPL - Legs,Abductor (Outer),150.0,8,,
2026-01-25,ULPPL - Legs,Adductor (Inner),150.0,8,,
2026-01-25,ULPPL - Legs,Adductor (Inner),150.0,8,,
2026-01-25,ULPPL - Legs,Calf Raise,200.0,8,,
2026-01-25,ULPPL - Legs,Calf Raise,200.0,8,,
2026-01-25,ULPPL - Legs,Leg Curl,250.0,10,,
2026-01-25,ULPPL - Legs,Leg Curl,250.0,10,,
2026-01-25,ULPPL - Legs,Leg Extension,240.0,9,,
2026-01-25,ULPPL - Legs,Leg Extension,240.0,9,,
2026-01-25,ULPPL - Legs,Leg Press,185.0,8,,
2026-01-25,ULPPL - Legs,Leg Press,185.0,8,,
2026-01-25,ULPPL - Legs,SLDL,205.0,8,,
2026-01-25,ULPPL - Legs,SLDL,205.0,8,,
2026-01-25,ULPPL - Lower,Calf Raise,190.0,9,,
2026-01-25,ULPPL - Lower,Calf Raise,190.0,9,,
2026-01-25,ULPPL - Lower,Leg Curl,250.0,9,,
2026-01-25,ULPPL - Lower,Leg Curl,250.0,9,,
2026-01-25,ULPPL - Lower,Leg Extension,240.0,9,,
2026-01-25,ULPPL - Lower,Leg Extension,240.0,9,,
2026-01-25,ULPPL - Pull,Cable Pullover,120.0,8,,
2026-01-25,ULPPL - Pull,Cable Pullover,120.0,8,,
2026-01-25,ULPPL - Pull,Hammer Curl,40.0,8,,
2026-01-25,ULPPL - Pull,Hammer Curl,40.0,8,,
2026-01-25,ULPPL - Pull,Lat Pulldown,190.0,6,,
2026-01-25,ULPPL - Pull,Lat Pulldown,190.0,6,,
2026-01-25,ULPPL - Pull,Preacher Curl,40.0,5,,
2026-01-25,ULPPL - Pull,Preacher Curl,40.0,5,,
2026-01-25,ULPPL - Pull,Rear Delt,115.0,8,,
2026-01-25,ULPPL - Pull,Rear Delt,115.0,8,,
2026-01-25,ULPPL - Pull,Row,90.0,8,,
2026-01-25,ULPPL - Pull,Row,90.0,8,,
2026-01-25,ULPPL - Push,Chest Fly,120.0,6,,
2026-01-25,ULPPL - Push,Chest Fly,120.0,6,,
2026-01-25,ULPPL - Push,Incline Smith Bench Press,135.0,6,,Machine 8x160
2026-01-25,ULPPL - Push,Incline Smith Bench Press,135.0,6,,
2026-01-25,ULPPL - Push,Lateral Raise,35.0,9,,
2026-01-25,ULPPL - Push,Lateral Raise,35.0,9,,
2026-01-25,ULPPL - Push,Tricep Pushdown,60.0,6,,
2026-01-25,ULPPL - Push,Tricep Pushdown,60.0,6,,
2026-01-25,ULPPL - Push,Weighted Dip,45.0,10,,
2026-01-25,ULPPL - Push,Weighted Dip,45.0,10,,
2026-01-25,ULPPL - Upper,Flat Bench Press,160.0,5,,
2026-01-25,ULPPL - Upper,Flat Bench Press,160.0,5,,
2026-01-25,ULPPL - Upper,Lat Pulldown,190.0,7,,Weighted pull ups (45)
2026-01-25,ULPPL - Upper,Lat Pulldown,190.0,7,,
2026-01-25,ULPPL - Upper,Preacher Curl,35.0,8,,
2026-01-25,ULPPL - Upper,Preacher Curl,35.0,8,,
2026-01-25,ULPPL - Upper,Row,205.0,8,,
2026-01-25,ULPPL - Upper,Row,205.0,8,,
2026-01-25,ULPPL - Upper,Shoulder Press,190.0,6,,
2026-01-25,ULPPL - Upper,Shoulder Press,190.0,6,,
2026-01-25,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2026-01-25,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2026-02-01,ULPPL - Upper,Flat Bench Press,160.0,5,,
2026-02-01,ULPPL - Upper,Flat Bench Press,160.0,5,,
2026-02-01,ULPPL - Upper,Lat Pulldown,190.0,7,,Weighted pull ups (45)
2026-02-01,ULPPL - Upper,Lat Pulldown,190.0,7,,
2026-02-01,ULPPL - Upper,Preacher Curl,35.0,8,,
2026-02-01,ULPPL - Upper,Preacher Curl,35.0,8,,
2026-02-01,ULPPL - Upper,Row,205.0,8,,
2026-02-01,ULPPL - Upper,Row,205.0,8,,
2026-02-01,ULPPL - Upper,Shoulder Press,190.0,6,,
2026-02-01,ULPPL - Upper,Shoulder Press,190.0,6,,
2026-02-01,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2026-02-01,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
