Date,Workout Name,Exercise Name,Weight,Reps,RPE,Notes
2025-09-28,ULPPL - Pull,Cable Pullover,110.0,8,,
2025-09-28,ULPPL - Pull,Cable Pullover,110.0,8,,
2025-09-28,ULPPL - Pull,Hammer Curl,35.0,8,,
2025-09-28,ULPPL - Pull,Hammer Curl,35.0,8,,
2025-09-28,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-09-28,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-09-28,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-09-28,ULPPL - Pull,Preacher Curl,35.0,7,,
2025-09-28,ULPPL - Pull,Preacher Curl,35.0,7,,
2025-09-28,ULPPL - Pull,Rear Delt,115.0,8,,
2025-09-28,ULPPL - Pull,Rear Delt,115.0,8,,
2025-09-28,ULPPL - Pull,Row,90.0,8,,
2025-09-28,ULPPL - Pull,Row,90.0,8,,
2025-09-28,ULPPL - Push,Chest Fly,100.0,8,,
2025-09-28,ULPPL - Push,Chest Fly,100.0,8,,
2025-09-28,ULPPL - Push,Incline Smith Bench Press,125.0,6,,2 x 70lb DBs
2025-09-28,ULPPL - Push,Incline Smith Bench Press,125.0,6,,
2025-09-28,ULPPL - Push,Lateral Raise,35.0,9,,
2025-09-28,ULPPL - Push,Lateral Raise,35.0,9,,
2025-09-28,ULPPL - Push,Tricep Pushdown,55.0,8,,
2025-09-28,ULPPL - Push,Tricep Pushdown,55.0,8,,
2025-09-28,ULPPL - Push,Weighted Dip,40.0,8,,
2025-09-28,ULPPL - Push,Weighted Dip,40.0,8,,
2025-09-28,ULPPL - Upper,Flat Bench Press,155.0,5,,75 lb DBs
2025-09-28,ULPPL - Upper,Flat Bench Press,155.0,5,,
2025-09-28,ULPPL - Upper,Flat Bench Press,155.0,5,,
2025-09-28,ULPPL - Upper,Lat Pulldown,185.0,7,,
2025-09-28,ULPPL - Upper,Lat Pulldown,185.0,7,,
2025-09-28,ULPPL - Upper,Preacher Curl,35.0,8,,
2025-09-28,ULPPL - Upper,Preacher Curl,35.0,8,,
2025-09-28,ULPPL - Upper,Row,185.0,8,,
2025-09-28,ULPPL - Upper,Row,185.0,8,,
2025-09-28,ULPPL - Upper,Shoulder Press,170.0,8,,Dips
2025-09-28,ULPPL - Upper,Shoulder Press,170.0,8,,
2025-09-28,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2025-09-28,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2025-10-05,ULPPL - Legs,Calf Raise,185.0,8,,
2025-10-05,ULPPL - Legs,Calf Raise,185.0,8,,
2025-10-05,ULPPL - Legs,Calf Raise,185.0,8,,
2025-10-05,ULPPL - Legs,Leg Curl,240.0,9,,
2025-10-05,ULPPL - Legs,Leg Curl,240.0,9,,
2025-10-05,ULPPL - Legs,Leg Extension,240.0,10,,
2025-10-05,ULPPL - Legs,Leg Extension,240.0,10,,
2025-10-05,ULPPL - Legs,Leg Press,185.0,10,,
2025-10-05,ULPPL - Legs,Leg Press,185.0,10,,
2025-10-05,ULPPL - Lower,Calf Raise,180.0,10,,140 Single Leg
2025-10-05,ULPPL - Lower,Calf Raise,180.0,10,,
2025-10-05,ULPPL - Lower,Calf Raise,180.0,10,,
2025-10-05,ULPPL - Lower,Leg Extension,240.0,8,,
2025-10-05,ULPPL - Lower,Leg Extension,240.0,8,,
2025-10-05,ULPPL - Lower,SLDL,120.0,8,,
2025-10-05,ULPPL - Lower,SLDL,120.0,8,,
2025-10-05,ULPPL - Lower,Smith Squat,170.0,8,,Split Squat
2025-10-05,ULPPL - Lower,Smith Squat,170.0,8,,
2025-10-05,ULPPL - Pull,Cable Pullover,110.0,8,,
2025-10-05,ULPPL - Pull,Cable Pullover,110.0,8,,
2025-10-05,ULPPL - Pull,Hammer Curl,35.0,8,,
2025-10-05,ULPPL - Pull,Hammer Curl,35.0,8,,
2025-10-05,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-10-05,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-10-05,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-10-05,ULPPL - Pull,Preacher Curl,35.0,7,,
2025-10-05,ULPPL - Pull,Preacher Curl,35.0,7,,
2025-10-05,ULPPL - Pull,Rear Delt,115.0,8,,
2025-10-05,ULPPL - Pull,Rear Delt,115.0,8,,
2025-10-05,ULPPL - Pull,Row,90.0,8,,
2025-10-05,ULPPL - Pull,Row,90.0,8,,
2025-10-05,ULPPL - Push,Chest Fly,100.0,8,,
2025-10-05,ULPPL - Push,Chest Fly,100.0,8,,
2025-10-05,ULPPL - Push,Incline Smith Bench Press,125.0,6,,70lb DBs
2025-10-05,ULPPL - Push,Incline Smith Bench Press,125.0,6,,
2025-10-05,ULPPL - Push,Lateral Raise,35.0,9,,
2025-10-05,ULPPL - Push,Lateral Raise,35.0,9,,
2025-10-05,ULPPL - Push,Tricep Pushdown,55.0,8,,
2025-10-05,ULPPL - Push,Tricep Pushdown,55.0,8,,
2025-10-05,ULPPL - Push,Weighted Dip,40.0,8,,
2025-10-05,ULPPL - Push,Weighted Dip,40.0,8,,
2025-10-05,ULPPL - Upper,Flat Bench Press,155.0,5,,150 (Smith)
2025-10-05,ULPPL - Upper,Flat Bench Press,155.0,5,,
2025-10-05,ULPPL - Upper,Flat Bench Press,155.0,5,,
2025-10-05,ULPPL - Upper,Lat Pulldown,185.0,7,,Weighted Pull-ups (25lb)
2025-10-05,ULPPL - Upper,Lat Pulldown,185.0,7,,
2025-10-05,ULPPL - Upper,Preacher Curl,35.0,8,,
2025-10-05,ULPPL - Upper,Preacher Curl,35.0,8,,
2025-10-05,ULPPL - Upper,Row,185.0,8,,
2025-10-05,ULPPL - Upper,Row,185.0,8,,
2025-10-05,ULPPL - Upper,Shoulder Press,170.0,8,,
2025-10-05,ULPPL - Upper,Shoulder Press,170.0,8,,
2025-10-05,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2025-10-05,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2025-10-12,ULPPL - Legs,Abductor (Outer),120.0,8,,
2025-10-12,ULPPL - Legs,Abductor (Outer),120.0,8,,
2025-10-12,ULPPL - Legs,Adductor (Inner),130.0,8,,
2025-10-12,ULPPL - Legs,Adductor (Inner),130.0,8,,
2025-10-12,ULPPL - Legs,Calf Raise,185.0,8,,
2025-10-12,ULPPL - Legs,Calf Raise,185.0,8,,
2025-10-12,ULPPL - Legs,Calf Raise,185.0,8,,
2025-10-12,ULPPL - Legs,Leg Extension,240.0,10,,
2025-10-12,ULPPL - Legs,Leg Extension,240.0,10,,
2025-10-12,ULPPL - Legs,Leg Press,185.0,10,,
2025-10-12,ULPPL - Legs,Leg Press,185.0,10,,
2025-10-12,ULPPL - Legs,SLDL,120.0,8,,
2025-10-12,ULPPL - Legs,SLDL,120.0,8,,
2025-10-12,ULPPL - Lower,Calf Raise,170.0,10,,140 Single Leg
2025-10-12,ULPPL - Lower,Calf Raise,170.0,10,,
2025-10-12,ULPPL - Lower,Calf Raise,170.0,10,,
2025-10-12,ULPPL - Lower,Leg Curl,245.0,8,,Single Leg (90)
2025-10-12,ULPPL - Lower,Leg Curl,245.0,8,,
2025-10-12,ULPPL - Lower,Leg Extension,240.0,8,,Single Leg (160)
2025-10-12,ULPPL - Lower,Leg Extension,240.0,8,,
2025-10-12,ULPPL - Lower,SLDL,160.0,8,,
2025-10-12,ULPPL - Lower,SLDL,160.0,8,,
2025-10-12,ULPPL - Lower,Smith Squat,170.0,8,,Split Squat (70)
2025-10-12,ULPPL - Lower,Smith Squat,170.0,8,,
2025-10-12,ULPPL - Pull,Cable Pullover,110.0,8,,
2025-10-12,ULPPL - Pull,Cable Pullover,110.0,8,,
2025-10-12,ULPPL - Pull,Hammer Curl,35.0,8,,
2025-10-12,ULPPL - Pull,Hammer Curl,35.0,8,,
2025-10-12,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-10-12,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-10-12,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-10-12,ULPPL - Pull,Preacher Curl,35.0,7,,
2025-10-12,ULPPL - Pull,Preacher Curl,35.0,7,,
2025-10-12,ULPPL - Pull,Preacher Curl,35.0,7,,
2025-10-12,ULPPL - Pull,Rear Delt,115.0,8,,
2025-10-12,ULPPL - Pull,Rear Delt,115.0,8,,
2025-10-12,ULPPL - Pull,Row,90.0,8,,187.5 machine
2025-10-12,ULPPL - Pull,Row,90.0,8,,
2025-10-12,ULPPL - Push,Chest Fly,110.0,6,,
2025-10-12,ULPPL - Push,Chest Fly,110.0,6,,
2025-10-12,ULPPL - Push,Incline Smith Bench Press,125.0,6,,
2025-10-12,ULPPL - Push,Incline Smith Bench Press,125.0,6,,
2025-10-12,ULPPL - Push,Lateral Raise,35.0,9,,
2025-10-12,ULPPL - Push,Lateral Raise,35.0,9,,
2025-10-12,ULPPL - Push,Tricep Pushdown,55.0,8,,Single Arm (30)
2025-10-12,ULPPL - Push,Tricep Pushdown,55.0,8,,
2025-10-12,ULPPL - Push,Weighted Dip,40.0,8,,
2025-10-12,ULPPL - Push,Weighted Dip,40.0,8,,
2025-10-12,ULPPL - Upper,Flat Bench Press,155.0,7,,Smith (160)
2025-10-12,ULPPL - Upper,Flat Bench Press,155.0,7,,
2025-10-12,ULPPL - Upper,Flat Bench Press,155.0,7,,
2025-10-12,ULPPL - Upper,Lat Pulldown,185.0,7,,Weight pull up (35)
2025-10-12,ULPPL - Upper,Lat Pulldown,185.0,7,,
2025-10-12,ULPPL - Upper,Preacher Curl,35.0,8,,
2025-10-12,ULPPL - Upper,Preacher Curl,35.0,8,,
2025-10-12,ULPPL - Upper,Row,187.5,8,,
2025-10-12,ULPPL - Upper,Row,187.5,8,,
2025-10-12,ULPPL - Upper,Shoulder Press,170.0,8,,
2025-10-12,ULPPL - Upper,Shoulder Press,170.0,8,,
2025-10-12,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2025-10-12,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2025-10-19,ULPPL - Legs,Calf Raise,185.0,8,,
2025-10-19,ULPPL - Legs,Calf Raise,185.0,8,,
2025-10-19,ULPPL - Legs,Calf Raise,185.0,8,,
2025-10-19,ULPPL - Legs,Leg Curl,240.0,8,,Single Leg (100)
2025-10-19,ULPPL - Legs,Leg Curl,240.0,8,,
2025-10-19,ULPPL - Legs,Leg Extension,240.0,8,,Single Leg (165)
2025-10-19,ULPPL - Legs,Leg Extension,240.0,8,,
2025-10-19,ULPPL - Legs,Leg Press,185.0,10,,Split Squat (75)
2025-10-19,ULPPL - Legs,Leg Press,185.0,10,,
2025-10-19,ULPPL - Legs,SLDL,120.0,8,,Dumbbell (180)
2025-10-19,ULPPL - Legs,SLDL,120.0,8,,
2025-10-19,ULPPL - Lower,Abductor (Outer),120.0,8,,
2025-10-19,ULPPL - Lower,Abductor (Outer),120.0,8,,
2025-10-19,ULPPL - Lower,Adductor (Inner),130.0,8,,
2025-10-19,ULPPL - Lower,Adductor (Inner),130.0,8,,
2025-10-19,ULPPL - Lower,Calf Raise,170.0,10,,140 Single Leg
2025-10-19,ULPPL - Lower,Calf Raise,170.0,10,,
2025-10-19,ULPPL - Lower,Calf Raise,170.0,10,,
2025-10-19,ULPPL - Lower,Leg Curl,240.0,8,,
2025-10-19,ULPPL - Lower,Leg Curl,240.0,8,,
2025-10-19,ULPPL - Lower,Leg Extension,240.0,8,,
2025-10-19,ULPPL - Lower,Leg Extension,240.0,8,,
2025-10-19,ULPPL - Lower,SLDL,160.0,8,,
2025-10-19,ULPPL - Lower,SLDL,160.0,8,,
2025-10-19,ULPPL - Lower,Smith Squat,170.0,8,,
2025-10-19,ULPPL - Lower,Smith Squat,170.0,8,,
2025-10-19,ULPPL - Pull,Cable Pullover,110.0,8,,
2025-10-19,ULPPL - Pull,Cable Pullover,110.0,8,,
2025-10-19,ULPPL - Pull,Hammer Curl,35.0,8,,
2025-10-19,ULPPL - Pull,Hammer Curl,35.0,8,,
2025-10-19,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-10-19,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-10-19,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-10-19,ULPPL - Pull,Preacher Curl,35.0,7,,
2025-10-19,ULPPL - Pull,Preacher Curl,35.0,7,,
2025-10-19,ULPPL - Pull,Preacher Curl,35.0,7,,
2025-10-19,ULPPL - Pull,Rear Delt,115.0,8,,
2025-10-19,ULPPL - Pull,Rear Delt,115.0,8,,
2025-10-19,ULPPL - Pull,Row,90.0,8,,
2025-10-19,ULPPL - Pull,Row,90.0,8,,
2025-10-19,ULPPL - Push,Chest Fly,110.0,6,,
2025-10-19,ULPPL - Push,Chest Fly,110.0,6,,
2025-10-19,ULPPL - Push,Incline Smith Bench Press,130.0,6,,
2025-10-19,ULPPL - Push,Incline Smith Bench Press,130.0,6,,
2025-10-19,ULPPL - Push,Lateral Raise,35.0,9,,
2025-10-19,ULPPL - Push,Lateral Raise,35.0,9,,
2025-10-19,ULPPL - Push,Tricep Pushdown,55.0,8,,
2025-10-19,ULPPL - Push,Tricep Pushdown,55.0,8,,
2025-10-19,ULPPL - Push,Weighted Dip,45.0,6,,
2025-10-19,ULPPL - Push,Weighted Dip,45.0,6,,
2025-10-19,ULPPL - Upper,Flat Bench Press,155.0,7,,Smith
2025-10-19,ULPPL - Upper,Flat Bench Press,155.0,7,,
2025-10-19,ULPPL - Upper,Flat Bench Press,155.0,7,,
2025-10-19,ULPPL - Upper,Lat Pulldown,185.0,7,,
2025-10-19,ULPPL - Upper,Lat Pulldown,185.0,7,,
2025-10-19,ULPPL - Upper,Preacher Curl,35.0,8,,
2025-10-19,ULPPL - Upper,Preacher Curl,35.0,8,,
2025-10-19,ULPPL - Upper,Row,187.5,8,,
2025-10-19,ULPPL - Upper,Row,187.5,8,,
2025-10-19,ULPPL - Upper,Shoulder Press,170.0,8,,
2025-10-19,ULPPL - Upper,Shoulder Press,170.0,8,,
2025-10-19,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2025-10-19,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2025-10-26,ULPPL - Legs,Calf Raise,185.0,8,,140 Single Leg
2025-10-26,ULPPL - Legs,Calf Raise,185.0,8,,
2025-10-26,ULPPL - Legs,Calf Raise,185.0,8,,
2025-10-26,ULPPL - Legs,Leg Curl,240.0,8,,Single Leg (105)
2025-10-26,ULPPL - Legs,Leg Curl,240.0,8,,
2025-10-26,ULPPL - Legs,Leg Extension,240.0,8,,Single Leg (170)
2025-10-26,ULPPL - Legs,Leg Extension,240.0,8,,
2025-10-26,ULPPL - Lower,Leg Curl,240.0,8,,Single Leg (105)
2025-10-26,ULPPL - Lower,Leg Curl,240.0,8,,
2025-10-26,ULPPL - Lower,Leg Extension,240.0,8,,Single Leg (170)
2025-10-26,ULPPL - Lower,Leg Extension,240.0,8,,
2025-10-26,ULPPL - Lower,SLDL,160.0,8,,Dumbbell (180)
2025-10-26,ULPPL - Lower,SLDL,160.0,8,,
2025-10-26,ULPPL - Lower,Smith Squat,170.0,8,,Split Squat (75)
2025-10-26,ULPPL - Lower,Smith Squat,170.0,8,,
2025-10-26,ULPPL - Pull,Cable Pullover,110.0,8,,
2025-10-26,ULPPL - Pull,Cable Pullover,110.0,8,,
2025-10-26,ULPPL - Pull,Hammer Curl,35.0,8,,
2025-10-26,ULPPL - Pull,Hammer Curl,35.0,8,,
2025-10-26,ULPPL - Pull,Lat Pulldown,190.0,6,,Weighted pull ups (35lb)
2025-10-26,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-10-26,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-10-26,ULPPL - Pull,Preacher Curl,35.0,7,,
2025-10-26,ULPPL - Pull,Preacher Curl,35.0,7,,
2025-10-26,ULPPL - Pull,Preacher Curl,35.0,7,,
2025-10-26,ULPPL - Pull,Rear Delt,115.0,8,,
2025-10-26,ULPPL - Pull,Rear Delt,115.0,8,,
2025-10-26,ULPPL - Pull,Row,90.0,8,,
2025-10-26,ULPPL - Pull,Row,90.0,8,,
2025-10-26,ULPPL - Push,Chest Fly,110.0,6,,
2025-10-26,ULPPL - Push,Chest Fly,110.0,6,,
2025-10-26,ULPPL - Push,Incline Smith Bench Press,130.0,6,,
2025-10-26,ULPPL - Push,Incline Smith Bench Press,130.0,6,,
2025-10-26,ULPPL - Push,Lateral Raise,35.0,9,,
2025-10-26,ULPPL - Push,Lateral Raise,35.0,9,,
2025-10-26,ULPPL - Push,Tricep Pushdown,55.0,8,,
2025-10-26,ULPPL - Push,Tricep Pushdown,55.0,8,,
2025-10-26,ULPPL - Push,Weighted Dip,45.0,6,,
2025-10-26,ULPPL - Push,Weighted Dip,45.0,6,,
2025-10-26,ULPPL - Upper,Flat Bench Press,155.0,7,,DB 75s
2025-10-26,ULPPL - Upper,Flat Bench Press,155.0,7,,
2025-10-26,ULPPL - Upper,Lat Pulldown,185.0,7,,
2025-10-26,ULPPL - Upper,Lat Pulldown,185.0,7,,
2025-10-26,ULPPL - Upper,Preacher Curl,35.0,8,,
2025-10-26,ULPPL - Upper,Preacher Curl,35.0,8,,
2025-10-26,ULPPL - Upper,Row,187.5,8,,DB 90s
2025-10-26,ULPPL - Upper,Row,187.5,8,,
2025-10-26,ULPPL - Upper,Shoulder Press,170.0,8,,DB 60s
2025-10-26,ULPPL - Upper,Shoulder Press,170.0,8,,
2025-10-26,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2025-10-26,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2025-11-02,ULPPL - Lower,Abductor (Outer),120.0,8,,
2025-11-02,ULPPL - Lower,Abductor (Outer),120.0,8,,
2025-11-02,ULPPL - Lower,Adductor (Inner),130.0,8,,
2025-11-02,ULPPL - Lower,Adductor (Inner),130.0,8,,
2025-11-02,ULPPL - Lower,Calf Raise,170.0,10,,
2025-11-02,ULPPL - Lower,Calf Raise,170.0,10,,
2025-11-02,ULPPL - Lower,Calf Raise,170.0,10,,
2025-11-02,ULPPL - Lower,Leg Curl,240.0,8,,
2025-11-02,ULPPL - Lower,Leg Curl,240.0,8,,
2025-11-02,ULPPL - Lower,Leg Extension,240.0,8,,
2025-11-02,ULPPL - Lower,Leg Extension,240.0,8,,
2025-11-02,ULPPL - Lower,SLDL,160.0,8,,
2025-11-02,ULPPL - Lower,SLDL,160.0,8,,
2025-11-02,ULPPL - Lower,Smith Squat,170.0,8,,
2025-11-02,ULPPL - Lower,Smith Squat,170.0,8,,
2025-11-02,ULPPL - Pull,Cable Pullover,110.0,8,,
2025-11-02,ULPPL - Pull,Cable Pullover,110.0,8,,
2025-11-02,ULPPL - Pull,Hammer Curl,35.0,8,,
2025-11-02,ULPPL - Pull,Hammer Curl,35.0,8,,
2025-11-02,ULPPL - Pull,Lat Pulldown,190.0,6,,Weighted pull-up (45lb)
2025-11-02,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-11-02,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-11-02,ULPPL - Pull,Preacher Curl,35.0,7,,
2025-11-02,ULPPL - Pull,Preacher Curl,35.0,7,,
2025-11-02,ULPPL - Pull,Preacher Curl,35.0,7,,
2025-11-02,ULPPL - Pull,Rear Delt,115.0,8,,
2025-11-02,ULPPL - Pull,Rear Delt,115.0,8,,
2025-11-02,ULPPL - Pull,Row,90.0,8,,
2025-11-02,ULPPL - Pull,Row,90.0,8,,
2025-11-02,ULPPL - Push,Chest Fly,110.0,6,,
2025-11-02,ULPPL - Push,Chest Fly,110.0,6,,
2025-11-02,ULPPL - Push,Incline Smith Bench Press,140.0,6,,
2025-11-02,ULPPL - Push,Incline Smith Bench Press,140.0,6,,
2025-11-02,ULPPL - Push,Lateral Raise,35.0,9,,
2025-11-02,ULPPL - Push,Lateral Raise,35.0,9,,
2025-11-02,ULPPL - Push,Tricep Pushdown,55.0,8,,
2025-11-02,ULPPL - Push,Tricep Pushdown,55.0,8,,
2025-11-02,ULPPL - Push,Weighted Dip,45.0,8,,
2025-11-02,ULPPL - Push,Weighted Dip,45.0,8,,
2025-11-02,ULPPL - Upper,Flat Bench Press,155.0,7,,
2025-11-02,ULPPL - Upper,Flat Bench Press,155.0,7,,
2025-11-02,ULPPL - Upper,Lat Pulldown,185.0,7,,
2025-11-02,ULPPL - Upper,Lat Pulldown,185.0,7,,
2025-11-02,ULPPL - Upper,Preacher Curl,35.0,8,,
2025-11-02,ULPPL - Upper,Preacher Curl,35.0,8,,
2025-11-02,ULPPL - Upper,Row,187.5,8,,
2025-11-02,ULPPL - Upper,Row,187.5,8,,
2025-11-02,ULPPL - Upper,Shoulder Press,170.0,8,,
2025-11-02,ULPPL - Upper,Shoulder Press,170.0,8,,
2025-11-02,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2025-11-02,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2025-11-09,ULPPL - Legs,Calf Raise,185.0,8,,
2025-11-09,ULPPL - Legs,Calf Raise,185.0,8,,
2025-11-09,ULPPL - Legs,Calf Raise,185.0,8,,
2025-11-09,ULPPL - Legs,Leg Curl,240.0,8,,
2025-11-09,ULPPL - Legs,Leg Curl,240.0,8,,
2025-11-09,ULPPL - Legs,Leg Extension,240.0,8,,
2025-11-09,ULPPL - Legs,Leg Extension,240.0,8,,
2025-11-09,ULPPL - Legs,SLDL,120.0,8,,
2025-11-09,ULPPL - Legs,SLDL,120.0,8,,
2025-11-09,ULPPL - Pull,Cable Pullover,110.0,8,,
2025-11-09,ULPPL - Pull,Cable Pullover,110.0,8,,
2025-11-09,ULPPL - Pull,Hammer Curl,35.0,8,,
2025-11-09,ULPPL - Pull,Hammer Curl,35.0,8,,
2025-11-09,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-11-09,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-11-09,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-11-09,ULPPL - Pull,Preacher Curl,35.0,7,,
2025-11-09,ULPPL - Pull,Preacher Curl,35.0,7,,
2025-11-09,ULPPL - Pull,Preacher Curl,35.0,7,,
2025-11-09,ULPPL - Pull,Rear Delt,115.0,8,,
2025-11-09,ULPPL - Pull,Rear Delt,115.0,8,,
2025-11-09,ULPPL - Pull,Row,90.0,8,,
2025-11-09,ULPPL - Pull,Row,90.0,8,,
2025-11-09,ULPPL - Push,Chest Fly,110.0,6,,
2025-11-09,ULPPL - Push,Chest Fly,110.0,6,,
2025-11-09,ULPPL - Push,Incline Smith Bench Press,140.0,6,,
2025-11-09,ULPPL - Push,Incline Smith Bench Press,140.0,6,,
2025-11-09,ULPPL - Push,Lateral Raise,35.0,9,,
2025-11-09,ULPPL - Push,Lateral Raise,35.0,9,,
2025-11-09,ULPPL - Push,Tricep Pushdown,55.0,8,,
2025-11-09,ULPPL - Push,Tricep Pushdown,55.0,8,,
2025-11-09,ULPPL - Push,Weighted Dip,45.0,8,,
2025-11-09,ULPPL - Push,Weighted Dip,45.0,8,,
2025-11-09,ULPPL - Upper,Flat Bench Press,155.0,7,,
2025-11-09,ULPPL - Upper,Flat Bench Press,155.0,7,,
2025-11-09,ULPPL - Upper,Lat Pulldown,185.0,7,,
2025-11-09,ULPPL - Upper,Lat Pulldown,185.0,7,,
2025-11-09,ULPPL - Upper,Preacher Curl,35.0,8,,
2025-11-09,ULPPL - Upper,Preacher Curl,35.0,8,,
2025-11-09,ULPPL - Upper,Row,187.5,8,,
2025-11-09,ULPPL - Upper,Row,187.5,8,,
2025-11-09,ULPPL - Upper,Shoulder Press,170.0,8,,
2025-11-09,ULPPL - Upper,Shoulder Press,170.0,8,,
2025-11-09,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2025-11-09,ULPPL - Upper,Tricep Pushdowns,110.0,8,,
2025-11-16,ULPPL - Legs,Abductor (Outer),120.0,8,,
2025-11-16,ULPPL - Legs,Abductor (Outer),120.0,8,,
2025-11-16,ULPPL - Legs,Adductor (Inner),130.0,8,,
2025-11-16,ULPPL - Legs,Adductor (Inner),130.0,8,,
2025-11-16,ULPPL - Legs,Calf Raise,185.0,8,,
2025-11-16,ULPPL - Legs,Calf Raise,185.0,8,,
2025-11-16,ULPPL - Legs,Calf Raise,185.0,8,,
2025-11-16,ULPPL - Legs,Leg Curl,240.0,8,,
2025-11-16,ULPPL - Legs,Leg Curl,240.0,8,,
2025-11-16,ULPPL - Legs,Leg Extension,240.0,8,,
2025-11-16,ULPPL - Legs,Leg Extension,240.0,8,,
2025-11-16,ULPPL - Legs,Leg Press,185.0,10,,
2025-11-16,ULPPL - Legs,Leg Press,185.0,10,,
2025-11-16,ULPPL - Legs,SLDL,120.0,8,,
2025-11-16,ULPPL - Legs,SLDL,120.0,8,,
2025-11-16,ULPPL - Lower,Calf Raise,170.0,10,,140 Single Leg
2025-11-16,ULPPL - Lower,Calf Raise,170.0,10,,
2025-11-16,ULPPL - Lower,Calf Raise,170.0,10,,
2025-11-16,ULPPL - Lower,Leg Curl,240.0,8,,300 (office)
2025-11-16,ULPPL - Lower,Leg Curl,240.0,8,,
2025-11-16,ULPPL - Lower,Leg Extension,240.0,8,,
2025-11-16,ULPPL - Lower,Leg Extension,240.0,8,,
2025-11-16,ULPPL - Lower,SLDL,160.0,8,,95s
2025-11-16,ULPPL - Lower,SLDL,160.0,8,,
2025-11-16,ULPPL - Lower,Smith Squat,170.0,8,,Leg press (290)
2025-11-16,ULPPL - Lower,Smith Squat,170.0,8,,
2025-11-16,ULPPL - Pull,Cable Pullover,110.0,8,,
2025-11-16,ULPPL - Pull,Cable Pullover,110.0,8,,
2025-11-16,ULPPL - Pull,Hammer Curl,35.0,8,,
2025-11-16,ULPPL - Pull,Hammer Curl,35.0,8,,
2025-11-16,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-11-16,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-11-16,ULPPL - Pull,Lat Pulldown,190.0,6,,
2025-11-16,ULPPL - Pull,Preacher Curl,35.0,7,,
2025-11-16,ULPPL - Pull,Preacher Curl,35.0,7,,
2025-11-16,ULPPL - Pull,Preacher Curl,35.0,7,,
2025-11-16,ULPPL - Pull,Rear Delt,115.0,8,,
2025-11-16,ULPPL - Pull,Rear Delt,115.0,8,,
2025-11-16,ULPPL - Pull,Row,90.0,8,,
2025-11-16,ULPPL - Pull,Row,90.0,8,,
2025-11-16,ULPPL - Push,Chest Fly,110.0,6,,
2025-11-16,ULPPL - Push,Chest Fly,110.0,6,,
2025-11-16,ULPPL - Push,Incline Smith Bench Press,140.0,6,,
2025-11-16,ULPPL - Push,Incline Smith Bench Press,140.0,6,,
2025-11-16,ULPPL - Push,Lateral Raise,35.0,9,,
2025-11-16,ULPPL - Push,Lateral Raise,35.0,9,,
2025-11-16,ULPPL - Push,Tricep Pushdown,55.0,8,,
2025-11-16,ULPPL - Push,Tricep Pushdown,55.0,8,,
2025-11-16,ULPPL - Push,Weighted Dip,45.0,8,,
2025-11-16,ULPPL - Push,Weighted Dip,45.0,8,,
2025-11-16,ULPPL - Upper,Flat Bench Press,155.0,7,,
2025-11-16,ULPPL - Upper,Flat Bench Press,155.0,7,,
2025-11-16,ULPPL - Upper,Lat Pulldown,185.0,7,,Weighted pull ups (45lb)
2025-11-16,ULPPL - Upper,Lat Pulldown,185.0,7,,
2025-11-16,ULPPL - Upper,Preacher Curl,35.0,8,,
2025-11-16,ULPPL - Upper,Preacher Curl,35.0,8,,
2025-11-16,ULPPL - Upper,Row,187.5,8,,
2025-11-16,ULPPL - Upper,Row,187.5,8,,
2025-11-16,ULPPL - Upper,Shoulder Press,180.0,8,,
2025-11-16,ULPPL - Upper,Shoulder Press,180.0,8,,
